Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.372
Comp. Cola Columna,Cu 324.75,0.250
Barren,Cu 324.75,0.258
Cabeza puntual retorno,Cu 324.75,0.402
Celda # 11-A,Cu 324.75,0.070
Celda # 11-B,Cu 324.75,0.325
Celda # 11-C,Cu 324.75,0.017
Celda # 6-F2,Cu 324.75,0.015
Celda #5-9,Cu 324.75,2.478
Celda #(F1+F2),Cu 324.75,0.516
NE Tubo 1,Cu 324.75,0.005
NE Tubo 2,Cu 324.75,0.753
NE Tubo 4,Cu 324.75,0.031
NE Tubo 5,Cu 324.75,0.023
NE Tubo 6,Cu 324.75,0.167
NE Tubo 7,Cu 324.75,0.756
Puntual Noroeste,Cu 324.75,0.285
Barren Patios,Cu 324.75,0.516
Tubo 3,Cu 324.75,0.174
Especial 1,Cu 324.75,0.087
Especial 2,Cu 324.75,0.043
Especial 3,Cu 324.75,0.024
Especial 4,Cu 324.75,0.037
Especial 5,Cu 324.75,0.153
