Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.324
Comp. Cola Columna,Cu 324.75,0.192
Barren,Cu 324.75,0.441
Cabeza puntual retorno,Cu 324.75,0.487
Columna #1,Cu 324.75,0.297
Columna #2,Cu 324.75,0.232
Columna #3,Cu 324.75,0.187
Columna #4,Cu 324.75,0.182
Columna #5,Cu 324.75,0.132
Celda # 11-A,Cu 324.75,0.107
Celda # 11-B,Cu 324.75,0.104
Celda # 11-C,Cu 324.75,0.088
Celda #5-9,Cu 324.75,0.098
Celda #(F1+F2),Cu 324.75,0.38
NE Tubo 1,Cu 324.75,1.567
NE Tubo 2,Cu 324.75,0.128
NE Tubo 4,Cu 324.75,0.072
NE Tubo 5,Cu 324.75,0.07
NE Tubo 6,Cu 324.75,0.064
NE Tubo 7,Cu 324.75,0.608
Puntual Noroeste,Cu 324.75,0.548
Barren Patios,Cu 324.75,0.348
Tubo 3,Cu 324.75,0.997
Especial 1,Cu 324.75,0.134
Especial 2,Cu 324.75,0.197
Especial 3,Cu 324.75,0.147
Especial 4,Cu 324.75,0.087
Especial 5,Cu 324.75,0.14
