Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,5.992
Cabeza puntual retorno,Cu 324.75,5.857
Celda #(F1+F2),Cu 324.75,6.311
Puntual Noroeste,Cu 324.75,6.461
Barren Patios,Cu 324.75,5.743
Tubo 3,Cu 324.75,4.027
Comp. Cola Columna,Cu 324.75,5.774
Barren,Cu 324.75,6.072
Celda # 11-A,Cu 324.75,2.924
Celda # 11-B,Cu 324.75,0.189
Celda # 11-C,Cu 324.75,0.650
Celda #5-9,Cu 324.75,0.623
NE Tubo 1,Cu 324.75,0.053
NE Tubo 2,Cu 324.75,0.065
NE Tubo 4,Cu 324.75,1.467
NE Tubo 5,Cu 324.75,5.000
NE Tubo 6,Cu 324.75,0.496
NE Tubo 7,Cu 324.75,19.730
Especial 1,Cu 324.75,0.229
Especial 2,Cu 324.75,0.063
Especial 3,Cu 324.75,0.238
Especial 4,Cu 324.75,1.366
Especial 5,Cu 324.75,0.097
Columna #1,Cu 324.75,5.721
Columna #2,Cu 324.75,5.574
Columna #3,Cu 324.75,5.513
Columna #4,Cu 324.75,5.667
Columna #5,Cu 324.75,5.655
