"Analyst",""
"Date Started","9/26/2024 1:11 AM  GMT: 9/26/2024 8:11 AM"
"Worksheet","EXP000081_24 01"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"9/26/2024","1:25:32 AM","BLANCO",0.0344,"","mg/L"
"9/26/2024","1:25:44 AM","REAGENT BLANK",0.0000,"","mg/L"
"9/26/2024","1:26:26 AM","PATRON",0.9086,"","mg/L"
"9/26/2024","1:26:46 AM","EXP000081-001",0.0334,"","mg/L"
"9/26/2024","1:27:00 AM","EXP000081-002",0.0240,"","mg/L"
"9/26/2024","1:27:12 AM","EXP000081-003",0.0956,"","mg/L"
"9/26/2024","1:27:24 AM","EXP000081-004",0.0963,"","mg/L"
"9/26/2024","1:27:36 AM","EXP000081-005",0.1563,"","mg/L"
"9/26/2024","1:27:44 AM","EXP000081-006","OVER","R","mg/L"
"9/26/2024","1:28:58 AM","PATRON",0.8984,"","mg/L"
"9/26/2024","1:29:14 AM","EXP000081-007",0.1080,"","mg/L"
"9/26/2024","1:29:38 AM","EXP000081-009",0.0731,"","mg/L"
"9/26/2024","1:30:04 AM","EXP000081-011",0.3618,"","mg/L"
"9/26/2024","1:30:20 AM","EXP000081-012",0.1067,"","mg/L"
"9/26/2024","1:30:34 AM","PATRON",0.9230,"","mg/L"
"9/26/2024","1:31:16 AM","EXP000081-015",0.0693,"","mg/L"
"9/26/2024","1:31:30 AM","EXP000081-016",0.0052,"","mg/L"
"9/26/2024","1:31:44 AM","EXP000081-017",0.1426,"","mg/L"
"9/26/2024","1:31:56 AM","EXP000081-018",0.0312,"","mg/L"
"9/26/2024","1:32:12 AM","PATRON",0.8960,"","mg/L"
"9/26/2024","1:32:24 AM","EXP000081-019",-0.0047,"","mg/L"
"9/26/2024","1:32:38 AM","EXP000081-020",0.0575,"","mg/L"
"9/26/2024","1:32:50 AM","EXP000081-021",0.0342,"","mg/L"
"9/26/2024","1:33:00 AM","EXP000081-022",0.0651,"","mg/L"
"9/26/2024","1:33:12 AM","EXP000081-023",0.0015,"","mg/L"
"9/26/2024","1:36:36 AM","PATRON",0.8952,"","mg/L"
"9/26/2024","1:37:08 AM","EXP000081-024",0.1209,"","mg/L"
"9/26/2024","1:37:36 AM","EXP000081-010",0.3992,"","mg/L"
"9/26/2024","1:37:58 AM","EXP000081-013",0.4320,"","mg/L"
"9/26/2024","1:38:10 AM","EXP000081-014",0.1360,"","mg/L"
"9/26/2024","2:00:14 AM","EXP000081-008",0.9794,"","mg/L"
"9/26/2024","2:00:16 AM","PATRON","","","mg/L"

"Method: Au AU ALTO (Flame)"


"9/26/2024","2:02:20 AM","EXP000081-006",2.3093,"","mg/L"
"9/26/2024","2:02:20 AM","BLANCO","","","mg/L"
