Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.118
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.018
Cabeza puntual retorno,Au 242.80,0.115
Celda # 11-A,Au 242.80,0.052
Celda # 11-B,Au 242.80,0.024
Celda # 11-C,Au 242.80,0.008
Celda # 6-F2,Au 242.80,0.039
Celda #5-9,Au 242.80,0.028
Celda #(F1+F2),Au 242.80,0.119
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.122
NE Tubo 4,Au 242.80,0.054
NE Tubo 5,Au 242.80,0.057
NE Tubo 6,Au 242.80,0.109
NE Tubo 7,Au 242.80,0.065
Puntual Noroeste,Au 242.80,0.116
Barren Patios,Au 242.80,0.018
Tubo 3,Au 242.80,0.178
Especial 1,Au 242.80,0.080 
Especial 2,Au 242.80,0.049
Especial 3,Au 242.80,0.074
Especial 4,Au 242.80,0.066
Especial 5,Au 242.80,0.049
Especial 6,Au 242.80,0.006
