Analyst,,,,,
Date Started,9/16/2024 2:02 PM  GMT: 9/16/2024 9:02 PM,,,,
Worksheet,EXP000023_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
9/16/2024,2:21:18 PM,BLANCO,-0.0086,,mg/L
9/16/2024,2:21:26 PM,REAGENT BLANK,0,,mg/L
9/16/2024,2:21:38 PM,EXP000023-001,OVER,R,mg/L
9/16/2024,2:21:52 PM,EXP000023-002,0.2247,,mg/L
9/16/2024,2:22:04 PM,EXP000023-003,0.0021,,mg/L
9/16/2024,2:22:16 PM,EXP000023-004,0.378,,mg/L
9/16/2024,2:22:28 PM,EXP000023-005,0.1111,,mg/L
9/16/2024,2:22:42 PM,EXP000023-006,0.0738,,mg/L
9/16/2024,2:22:58 PM,PATRON,0.8727,,mg/L
9/16/2024,2:23:14 PM,EXP000023-007,0.0559,,mg/L
9/16/2024,2:23:26 PM,EXP000023-008,0.1271,,mg/L
9/16/2024,2:23:38 PM,EXP000023-009,0.2919,,mg/L
9/16/2024,2:24:14 PM,EXP000023-012,0.4048,,mg/L
9/16/2024,2:24:30 PM,PATRON,0.8765,,mg/L
9/16/2024,2:24:48 PM,EXP000023-013,0.1139,,mg/L
9/16/2024,2:25:00 PM,EXP000023-014,0.4465,,mg/L
9/16/2024,2:25:10 PM,EXP000023-015,1.0131,,mg/L
9/16/2024,2:25:22 PM,EXP000023-016,0.423,,mg/L
9/16/2024,2:25:34 PM,EXP000023-017,0.2783,,mg/L
9/16/2024,2:25:46 PM,EXP000023-018,0.8764,,mg/L
9/16/2024,2:26:02 PM,PATRON,0.8873,,mg/L
9/16/2024,2:26:18 PM,EXP000023-019,0.0837,,mg/L
9/16/2024,2:26:30 PM,EXP000023-020,0.2555,,mg/L
9/16/2024,2:26:42 PM,EXP000023-021,0.0016,,mg/L
9/16/2024,2:26:54 PM,EXP000023-022,0.0387,,mg/L
9/16/2024,2:27:06 PM,EXP000023-023,0.1186,,mg/L
9/16/2024,2:27:18 PM,EXP000023-024,0.0038,,mg/L
9/16/2024,2:31:58 PM,PATRON,0.8253,,mg/L
9/16/2024,3:39:32 PM,PATRON,0.9063,,mg/L
9/16/2024,3:40:04 PM,EXP000023-010,0.2867,,mg/L
9/16/2024,3:40:14 PM,EXP000023-011,0.2789,,mg/L
9/16/2024,3:40:14 PM,PATRON,,,mg/L
,,,,,
Method: Au AU ALTO (Flame),,,,,
,,,,,
,,,,,
9/16/2024,2:57:46 PM,EXP000023-001,9.7859,,mg/L
9/16/2024,2:57:46 PM,PATRON,,,mg/L
