Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Au 242.80,0.079
Cabeza puntual retorno,Au 242.80,0.078
Celda #(F1+F2),Au 242.80,0.081
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.013
Celda # 11-A,Au 242.80,0.026
Celda # 11-B,Au 242.80,0.053
Celda # 11-C,Au 242.80,0.056
Celda #5-9,Au 242.80,0.023
NE Tubo 1,Au 242.80,0.013
NE Tubo 2,Au 242.80,0.137
NE Tubo 4,Au 242.80,0.027
NE Tubo 5,Au 242.80,0.029
NE Tubo 6,Au 242.80,0.02
NE Tubo 7,Au 242.80,0.04
Puntual Noroeste,Au 242.80,0.075
Tubo 3,Au 242.80,0.113
Barren Patios,Au 242.80,0.008
Especial 1,Au 242.80,0.095
Especial 2,Au 242.80,0.038
Especial 4,Au 242.80,0.015
Especial 3,Au 242.80,0.018
Especial 5,Au 242.80,0.148
Columna #1,Au 242.80,0.076
Columna #2,Au 242.80,0.043
Columna #3,Au 242.80,0.033
Columna #4,Au 242.80,0.025
Columna #5,Au 242.80,0.013
