Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.522
Cabeza puntual retorno,Cu 324.75,1.404
Celda #(F1+F2),Cu 324.75,1.215
Puntual Noroeste,Cu 324.75,0.471
Tubo 3,Cu 324.75,0.386
Comp. Cola Columna,Cu 324.75,1.609
Barren,Cu 324.75,1.193
Celda # 11-A,Cu 324.75,2.279
Celda # 11-B,Cu 324.75,0.456
Celda # 11-C,Cu 324.75,0.851
Celda #5-9,Cu 324.75,0.347
NE Tubo 1,Cu 324.75,2.465
NE Tubo 2,Cu 324.75,0.229
NE Tubo 4,Cu 324.75,0.262
NE Tubo 5,Cu 324.75,0.152
NE Tubo 6,Cu 324.75,1.305
NE Tubo 7,Cu 324.75,0.285
Barren Patios,Cu 324.75,1.138
Especial 1,Cu 324.75,0.164
Especial 2,Cu 324.75,0.206
Especial 3,Cu 324.75,0.164
Especial 4,Cu 324.75,0.172
Especial 5,Cu 324.75,1.695
Columna #1,Cu 324.75,1.134
Columna #2,Cu 324.75,1.155
Columna #3,Cu 324.75,1.152
Columna #4,Cu 324.75,1.210
Columna #5,Cu 324.75,1.239
