Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.342
Cabeza puntual retorno,Cu 324.75,0.278
Celda #(F1+F2),Cu 324.75,0.339
Puntual Noroeste,Cu 324.75,0.312
Tubo 3,Cu 324.75,0.37
NE Tubo 2,Cu 324.75,0.036
NE Tubo 4,Cu 324.75,0.085
Especial 1,Cu 324.75,0.029
Especial 2,Cu 324.75,0.026
Especial 3,Cu 324.75,0.205
Especial 4,Cu 324.75,0.211
Especial 5,Cu 324.75,0.04
Columna #1,Cu 324.75,0.239
Columna #2,Cu 324.75,0.236
Columna #3,Cu 324.75,0.198
Columna #4,Cu 324.75,0.164
Columna #5,Cu 324.75,0.13
Comp. Cola Columna,Cu 324.75,0.32
Barren,Cu 324.75,0.298
Barren Patios,Cu 324.75,0.258
NE Tubo 1,Cu 324.75,0.032
NE Tubo 5,Cu 324.75,0.065
NE Tubo 6,Cu 324.75,0.048
NE Tubo 7,Cu 324.75,1.016
Celda # 11-A,Cu 324.75,0.156
Celda # 11-B,Cu 324.75,0.077
Celda # 11-C,Cu 324.75,0.125
Celda #5-9,Cu 324.75,0.239
