Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,2.228
Comp. Cola Columna,Cu 324.75,2.939
Barren,Cu 324.75,2.817
Cabeza puntual retorno,Cu 324.75,2.276
Celda # 11-A,Cu 324.75,14.25
Celda # 11-B,Cu 324.75,0.785
Celda # 11-C,Cu 324.75,0.632
Celda # 6-F2,Cu 324.75,0.306
Celda #5-9,Cu 324.75,0.085
Celda #(F1+F2),Cu 324.75,1.058
NE Tubo 1,Cu 324.75,0.105
NE Tubo 2,Cu 324.75,0.233
NE Tubo 4,Cu 324.75,0.466
NE Tubo 5,Cu 324.75,0.324
NE Tubo 6,Cu 324.75,0.251
NE Tubo 7,Cu 324.75,0.236
Puntual Noroeste,Cu 324.75,1.08
Barren Patios,Cu 324.75,1.144
Tubo 3,Cu 324.75,2.685
Especial 1,Cu 324.75,1.035
Especial 2,Cu 324.75,0.237
Especial 3,Cu 324.75,4.079
Especial 4,Cu 324.75,4.927
Especial 5,Cu 324.75,0.42
Especial 6,Cu 324.75,0.129
