Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.182
Comp. Cola Columna,Cu 324.75,1.132
Barren,Cu 324.75,1.082
Cabeza puntual retorno,Cu 324.75,1.153
Celda # 11-A,Cu 324.75,0.118
Celda # 11-B,Cu 324.75,0.143
Celda # 11-C,Cu 324.75,1.796
Celda # 6-F2,Cu 324.75,0.199
Celda #5-9,Cu 324.75,3.638
Celda #(F1+F2),Cu 324.75,1.256
NE Tubo 1,Cu 324.75,0.093
NE Tubo 2,Cu 324.75,0.104
NE Tubo 4,Cu 324.75,0.064
NE Tubo 5,Cu 324.75,0.057
NE Tubo 6,Cu 324.75,0.053
NE Tubo 7,Cu 324.75,0.438
Puntual Noroeste,Cu 324.75,1.183
Barren Patios,Cu 324.75,1.034
Tubo 3,Cu 324.75,1.998
Especial 1,Cu 324.75,0.754
Especial 2,Cu 324.75,0.441
Especial 3,Cu 324.75,0.090
Especial 4,Cu 324.75,0.095
Especial 5,Cu 324.75,0.199
