Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.978
Cabeza puntual retorno,Cu 324.75,0.947
Celda #(F1+F2),Cu 324.75,0.820
Puntual Noroeste,Cu 324.75,0.434
Tubo 3,Cu 324.75,0.331
Comp. Cola Columna,Cu 324.75,0.652
Barren,Cu 324.75,0.685
Celda # 11-A,Cu 324.75,2.922
Celda # 11-B,Cu 324.75,0.445
Celda # 11-C,Cu 324.75,0.920
Celda #5-9,Cu 324.75,0.220
NE Tubo 1,Cu 324.75,0.363
NE Tubo 2,Cu 324.75,0.086
NE Tubo 4,Cu 324.75,0.458
NE Tubo 5,Cu 324.75,0.078
NE Tubo 6,Cu 324.75,1.339
NE Tubo 7,Cu 324.75,0.275
Barren Patios,Cu 324.75,0.636
Especial 1,Cu 324.75,0.232
Especial 2,Cu 324.75,0.563
Especial 3,Cu 324.75,0.123
Especial 4,Cu 324.75,0.129
Especial 5,Cu 324.75,1.709
Columna #1,Cu 324.75,0.849
Columna #2,Cu 324.75,0.775
Columna #3,Cu 324.75,0.712
Columna #4,Cu 324.75,0.668
Columna #5,Cu 324.75,0.620
