Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,6.044
Comp. Cola Columna,Cu 324.75,5.784
Barren,Cu 324.75,5.909
Cabeza puntual retorno,Cu 324.75,5.967
Celda # 11-A,Cu 324.75,2.545
Celda # 11-B,Cu 324.75,0.272
Celda # 11-C,Cu 324.75,0.96
Celda # 6-F2,Cu 324.75,0.038
Celda #5-9,Cu 324.75,0.76
Celda #(F1+F2),Cu 324.75,5.577
NE Tubo 1,Cu 324.75,0.072
NE Tubo 2,Cu 324.75,0.028
NE Tubo 4,Cu 324.75,0.708
NE Tubo 5,Cu 324.75,5.585
NE Tubo 6,Cu 324.75,0.895
NE Tubo 7,Cu 324.75,16.42
Puntual Noroeste,Cu 324.75,6.401
Barren Patios,Cu 324.75,5.279
Tubo 3,Cu 324.75,4.868
Especial 1,Cu 324.75,0.128
Especial 2,Cu 324.75,0.008
Especial 3,Cu 324.75,0.148
Especial 4,Cu 324.75,0.938
Especial 5,Cu 324.75,0.038
Especial 6,Cu 324.75,0.114
Pileta Patio,Cu 324.75,0.365
