Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,3.658
Comp. Cola Columna,Cu 324.75,3.818
Barren,Cu 324.75,3.486
Cabeza puntual retorno,Cu 324.75,3.446
Celda # 11-A,Cu 324.75,1.79
Celda # 11-B,Cu 324.75,2.743
Celda # 11-C,Cu 324.75,3.975
Celda #5-9,Cu 324.75,4.884
Celda #(F1+F2),Cu 324.75,3.08
NE Tubo 1,Cu 324.75,0.052
NE Tubo 2,Cu 324.75,1.578
NE Tubo 4,Cu 324.75,5.586
NE Tubo 5,Cu 324.75,7.365
NE Tubo 6,Cu 324.75,3.891
NE Tubo 7,Cu 324.75,4.087
Puntual Noroeste,Cu 324.75,3.004
Barren Patios,Cu 324.75,3.013
Tubo 3,Cu 324.75,0.23
Especial 1,Cu 324.75,0.423
Especial 2,Cu 324.75,0.094
Especial 3,Cu 324.75,0.09
Especial 4,Cu 324.75,0.126
Especial 5,Cu 324.75,0.085
Especial 6,Cu 324.75,0.3
Columna #1,Cu 324.75,2.624
Columna #2,Cu 324.75,2.821
Columna #3,Cu 324.75,2.826
Columna #4,Cu 324.75,2.796
Columna #5,Cu 324.75,2.762
