Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.575
Comp. Cola Columna,Cu 324.75,0.755
Barren,Cu 324.75,0.657
Cabeza puntual retorno,Cu 324.75,0.579
Celda # 11-A,Cu 324.75,0.366
Celda # 11-B,Cu 324.75,0.176
Celda # 11-C,Cu 324.75,0.497
Celda # 6-F2,Cu 324.75,0.073
Celda #5-9,Cu 324.75,2.992
Celda #(F1+F2),Cu 324.75,0.616
NE Tubo 1,Cu 324.75,0.057
NE Tubo 2,Cu 324.75,0.11
NE Tubo 4,Cu 324.75,0.117
NE Tubo 5,Cu 324.75,0.83
NE Tubo 6,Cu 324.75,2.996
NE Tubo 7,Cu 324.75,2.33
Puntual Noroeste,Cu 324.75,0.654
Barren Patios,Cu 324.75,0.69
Tubo 3,Cu 324.75,0.394
Especial 1,Cu 324.75,0.116
Especial 2,Cu 324.75,0.091
Especial 3,Cu 324.75,0.108
Especial 4,Cu 324.75,0.127
Especial 5,Cu 324.75,0.238
Especial 6,Cu 324.75,0.085
