Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.426
Comp. Cola Columna,Ag 328.07,0.148
Barren,Ag 328.07,0.168
Cabeza puntual retorno,Ag 328.07,0.398
Celda # 11-A,Ag 328.07,0.032
Celda # 11-B,Ag 328.07,0.037
Celda # 11-C,Ag 328.07,0.055
Celda # 6-F2,Ag 328.07,0.112
Celda #5-9,Ag 328.07,0.056
Celda #(F1+F2),Ag 328.07,0.389
NE Tubo 1,Ag 328.07,1.069
NE Tubo 2,Ag 328.07,0.094
NE Tubo 4,Ag 328.07,0.326
NE Tubo 5,Ag 328.07,0.038
NE Tubo 6,Ag 328.07,0.026
NE Tubo 7,Ag 328.07,1.116
Puntual Noroeste,Ag 328.07,0.508
Barren Patios,Ag 328.07,0.176
Tubo 3,Ag 328.07,0.674
Especial 1,Ag 328.07,0.05
Especial 2,Ag 328.07,0.106
Especial 3,Ag 328.07,0.044
Especial 4,Ag 328.07,0.037
Especial 5,Ag 328.07,0.066
