Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.057
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.059
Celda # 11-A,Au 242.80,0.086
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.006
Celda # 6-F2,Au 242.80,0.08
Celda #5-9,Au 242.80,0.02
Celda #(F1+F2),Au 242.80,0.038
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.022
NE Tubo 4,Au 242.80,0.006
NE Tubo 5,Au 242.80,0.002
NE Tubo 6,Au 242.80,0.039
NE Tubo 7,Au 242.80,0.115
Puntual Noroeste,Au 242.80,0.04
BARREN PATIOS,Au 242.80,0.006
Tubo 3,Au 242.80,0.06
Especial 1,Au 242.80,0.12
Especial 2,Au 242.80,0.158
Especial 3,Au 242.80,0.029
Especial 4,Au 242.80,0.022
Especial 5,Au 242.80,0.124
Especial 6,Au 242.80,0.003
