Analyst,Elizandell,,,,
Date Started,22/07/2023,,,,
Worksheet,LC000761_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
22/07/2023,05:00:00 a. m.,PATRON,0.907,,mg/L
22/07/2023,05:01:00 a. m.,BLANCO,0.013,,mg/L
22/07/2023,05:02:00 a. m.,REAGENT BLANK,0.008,,mg/L
22/07/2023,05:03:00 a. m.,LC000761-001,0.094468283,,mg/L
22/07/2023,05:04:00 a. m.,LC000761-002,0.043980942,,mg/L
22/07/2023,05:05:00 a. m.,LC000761-003,0.031770987,,mg/L
22/07/2023,05:06:00 a. m.,LC000761-004,0.021595445,,mg/L
22/07/2023,05:07:00 a. m.,LC000761-005,0.029544037,,mg/L
22/07/2023,05:08:00 a. m.,LC000761-006,0.045101811,,mg/L
22/07/2023,05:09:00 a. m.,PATRON,0.898,,mg/L
22/07/2023,05:10:00 a. m.,LC000761-007,0.155447284,,mg/L
22/07/2023,05:11:00 a. m.,LC000761-008,0.024273459,,mg/L
22/07/2023,05:12:00 a. m.,LC000761-009,0.055775041,,mg/L
22/07/2023,05:13:00 a. m.,LC000761-010,0.025824394,,mg/L
22/07/2023,05:14:00 a. m.,LC000761-011,0.031072153,,mg/L
22/07/2023,05:15:00 a. m.,LC000761-012,0.01922567,,mg/L
22/07/2023,05:16:00 a. m.,PATRON,0.901,,mg/L
22/07/2023,05:17:00 a. m.,LC000761-013,0.025765434,,mg/L
22/07/2023,05:18:00 a. m.,LC000761-014,0.024344694,,mg/L
22/07/2023,05:19:00 a. m.,LC000761-015,0.026193634,,mg/L
22/07/2023,05:20:00 a. m.,LC000761-016,0.021145142,,mg/L
22/07/2023,05:21:00 a. m.,LC000761-017,0.021445068,,mg/L
22/07/2023,05:22:00 a. m.,LC000761-018,0.019698841,,mg/L
22/07/2023,05:23:00 a. m.,PATRON,0.914,,mg/L
22/07/2023,05:24:00 a. m.,LC000761-019,0.024038462,,mg/L
22/07/2023,05:25:00 a. m.,LC000761-020,0.023132084,,mg/L
22/07/2023,05:26:00 a. m.,LC000761-021,0.021850687,,mg/L
22/07/2023,05:27:00 a. m.,LC000761-022,0.476459824,,mg/L
22/07/2023,05:28:00 a. m.,LC000761-023,0.02386714,,mg/L
22/07/2023,05:29:00 a. m.,LC000761-024,0.022590361,,mg/L
22/07/2023,05:30:00 a. m.,PATRON,0.905,,mg/L
22/07/2023,05:31:00 a. m.,BLANCO,,,mg/L
