Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.119
Comp. Cola Columna,Au 242.80,0.006
Barren,Au 242.80,0.009
Cabeza puntual retorno,Au 242.80,0.117
Celda # 11-A,Au 242.80,0.046
Celda # 11-B,Au 242.80,0.026
Celda # 11-C,Au 242.80,0.005
Celda #5-9,Au 242.80,0.015
Celda #(F1+F2),Au 242.80,0.121
NE Tubo 1,Au 242.80,0.003
NE Tubo 2,Au 242.80,0.107
NE Tubo 4,Au 242.80,0.075
NE Tubo 5,Au 242.80,0.036
NE Tubo 6,Au 242.80,0.068
NE Tubo 7,Au 242.80,0.126
Puntual Noroeste,Au 242.80,0.125
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.18
Especial 1,Au 242.80,0.117
Especial 2,Au 242.80,0.049
Especial 3,Au 242.80,0.113
Especial 4,Au 242.80,0.114
Especial 5,Au 242.80,0.037
Columna #1,Au 242.80,0.066
Columna #2,Au 242.80,0.04
Columna #3,Au 242.80,0.017
Columna #4,Au 242.80,0.011
Columna #5,Au 242.80,0.008
