"Analyst",""
"Date Started","5/11/2023 5:05 PM  GMT: 5/12/2023 12:05 AM"
"Worksheet","LC000208-RE_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"5/11/2023","5:14:24 PM","PATRON",0.8724,"","mg/L"
"5/11/2023","5:14:42 PM","BLANCO",0.0056,"","mg/L"
"5/11/2023","5:14:50 PM","REAGENT BLANK",0.0000,"","mg/L"
"5/11/2023","5:15:14 PM","LC000204-001",0.0886,"","mg/L"
"5/11/2023","5:15:26 PM","LC000204-002",0.0892,"","mg/L"
"5/11/2023","5:15:38 PM","LC000204-003",0.0788,"","mg/L"
"5/11/2023","5:15:50 PM","LC000204-005",0.1102,"","mg/L"
"5/11/2023","5:15:58 PM","LC000204-006","OVER","R","mg/L"
"5/11/2023","5:16:12 PM","LC000204-007",0.1185,"","mg/L"
"5/11/2023","5:16:26 PM","PATRON",0.9080,"","mg/L"
"5/11/2023","5:16:26 PM","PATRON","","","mg/L"

"Method: Au ALTA (Flame)"


"5/11/2023","5:20:56 PM","LC000204-006",5.6122,"","mg/L"
"5/11/2023","5:20:56 PM","BLANCO","","","mg/L"
