Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.065
Comp. Cola Columna,Au 242.80,0.011
Barren,Au 242.80,0.015
Cabeza puntual retorno,Au 242.80,0.066
Celda # 11-A,Au 242.80,0.028
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.046
Celda #5-9,Au 242.80,0.032
Celda #(F1+F2),Au 242.80,0.082
NE Tubo 1,Au 242.80,0.013
NE Tubo 2,Au 242.80,0.087
NE Tubo 4,Au 242.80,0.013
NE Tubo 5,Au 242.80,0.029
NE Tubo 6,Au 242.80,0.246
NE Tubo 7,Au 242.80,0.09
Puntual Noroeste,Au 242.80,0.081
Barren Patios,Au 242.80,0.013
Tubo 3,Au 242.80,0.083
Especial 1,Au 242.80,0.075
Especial 2,Au 242.80,0.102
Especial 3,Au 242.80,0.051
Especial 4,Au 242.80,0.032
Especial 5,Au 242.80,0.096
Especial 6,Au 242.80,0.001
