Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,3.631
Comp. Cola Columna,Cu 324.75,3.267
Barren,Cu 324.75,3.301
Cabeza puntual retorno,Cu 324.75,3.457
Celda # 11-A,Cu 324.75,0.932
Celda # 11-B,Cu 324.75,0.057
Celda # 11-C,Cu 324.75,2.003
Celda #5-9,Cu 324.75,1.018
Celda #(F1+F2),Cu 324.75,3.629
NE Tubo 1,Cu 324.75,0.081
NE Tubo 2,Cu 324.75,0.049
NE Tubo 4,Cu 324.75,1.212
NE Tubo 5,Cu 324.75,13.07
NE Tubo 6,Cu 324.75,4.724
NE Tubo 7,Cu 324.75,11.32
Puntual Noroeste,Cu 324.75,4.339
Barren Patios,Cu 324.75,3.432
Tubo 3,Cu 324.75,3.944
Especial 1,Cu 324.75,0.138
Especial 2,Cu 324.75,0.031
Especial 3,Cu 324.75,0.787
Especial 4,Cu 324.75,2.17
Especial 5,Cu 324.75,0.089
Especial 6,Cu 324.75,0.036
Columna #1,Cu 324.75,3.542
Columna #2,Cu 324.75,3.553
Columna #3,Cu 324.75,3.489
Columna #4,Cu 324.75,3.416
Columna #5,Cu 324.75,3.309
