Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.108
Cabeza puntual retorno,Au 242.80,0.106
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.003
Celda # 11-A,Au 242.80,0.017
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.054
Celda # 6-F2,Au 242.80,0.027
Celda #5-9,Au 242.80,0.075
Celda #(F1+F2),Au 242.80,0.111
NE Tubo 1,Au 242.80,0.001
NE Tubo 2,Au 242.80,0.065
NE Tubo 4,Au 242.80,0.089
NE Tubo 5,Au 242.80,0.224
NE Tubo 6,Au 242.80,0.152
NE Tubo 7,Au 242.80,0.085
Puntual Noroeste,Au 242.80,0.11
Barren Patios,Au 242.80,0.002
Tubo 3,Au 242.80,0.119
Especial 1,Au 242.80,0.025
Especial 2,Au 242.80,0.07
Especial 3,Au 242.80,0.039
Especial 4,Au 242.80,0.101
Especial 5,Au 242.80,0.075
Especial 6,Au 242.80,0.003
