Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.679
Comp. Cola Columna,Cu 324.75,0.563
Barren,Cu 324.75,0.528
Cabeza puntual retorno,Cu 324.75,0.483
Celda # 11-A,Cu 324.75,2.139
Celda # 11-B,Cu 324.75,0.626
Celda # 11-C,Cu 324.75,0.528
Celda #5-9,Cu 324.75,1.065
Celda #(F1+F2),Cu 324.75,0.494
NE Tubo 1,Cu 324.75,0.112
NE Tubo 2,Cu 324.75,0.276
NE Tubo 4,Cu 324.75,0.168
NE Tubo 5,Cu 324.75,0.189
NE Tubo 6,Cu 324.75,0.136
NE Tubo 7,Cu 324.75,1.623
Puntual Noroeste,Cu 324.75,0.483
Barren Patios,Cu 324.75,0.52
Tubo 3,Cu 324.75,0.524
Especial 1,Cu 324.75,1.647
Especial 2,Cu 324.75,0.534
Especial 3,Cu 324.75,0.169
Especial 4,Cu 324.75,0.173
Especial 5,Cu 324.75,0.836
Especial 6,Cu 324.75,0.365
Columna #1,Cu 324.75,0.586
Columna #3,Cu 324.75,0.542
Columna #4,Cu 324.75,0.543
Columna #5,Cu 324.75,0.545
