Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.811
Comp. Cola Columna,Cu 324.75,0.576
Barren,Cu 324.75,0.589
Cabeza puntual retorno,Cu 324.75,0.809
Celda # 11-A,Cu 324.75,0.572
Celda # 11-B,Cu 324.75,0.073
Celda # 11-C,Cu 324.75,0.029
Celda #5-9,Cu 324.75,0.03
Celda #(F1+F2),Cu 324.75,0.861
NE Tubo 1,Cu 324.75,0.029
NE Tubo 2,Cu 324.75,0.21
NE Tubo 4,Cu 324.75,0.133
NE Tubo 5,Cu 324.75,0.104
NE Tubo 6,Cu 324.75,0.116
NE Tubo 7,Cu 324.75,2.116
Puntual Noroeste,Cu 324.75,0.909
Barren Patios,Cu 324.75,0.606
Tubo 3,Cu 324.75,1.923
Especial 1,Cu 324.75,0.09
Especial 2,Cu 324.75,0.027
Especial 3,Cu 324.75,0.539
Especial 4,Cu 324.75,1.398
Especial 5,Cu 324.75,0.071
Columna #1,Cu 324.75,0.747
Columna #2,Cu 324.75,0.69
Columna #3,Cu 324.75,0.645
Columna #4,Cu 324.75,0.583
Columna #5,Cu 324.75,0.557
