Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.534
Comp. Cola Columna,Ag 328.07,0.229
Barren,Ag 328.07,0.346
Cabeza puntual retorno,Ag 328.07,0.558
Celda # 11-A,Ag 328.07,0.033
Celda # 11-B,Ag 328.07,0.027
Celda # 11-C,Ag 328.07,0.017
Celda # 6-F2,Ag 328.07,0.155
Celda #5-9,Ag 328.07,0.395
Celda #(F1+F2),Ag 328.07,0.538
NE Tubo 1,Ag 328.07,0.428
NE Tubo 2,Ag 328.07,0.039
NE Tubo 4,Ag 328.07,1.262
NE Tubo 5,Ag 328.07,0.964
NE Tubo 6,Ag 328.07,1.287
NE Tubo 7,Ag 328.07,0.74
Barren Patios,Ag 328.07,0.264
Tubo 3,Ag 328.07,0.679
Especial 1,Ag 328.07,0.096
Especial 2,Ag 328.07,0.578
Especial 3,Ag 328.07,0.038
Especial 4,Ag 328.07,0.037
Especial 5,Ag 328.07,0.245
