Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.091
Columna #2,Au 242.80,0.051
Columna #3,Au 242.80,0.034
Columna #4,Au 242.80,0.013
Columna #5,Au 242.80,0.009
Comp. Cabeza Columna,Au 242.80,0.15
Cabeza puntual retorno,Au 242.80,0.148
Celda # 11-A,Au 242.80,0.098
Celda # 11-B,Au 242.80,0.014
Celda # 11-C,Au 242.80,0.003
Celda #5-9,Au 242.80,0.017
Celda #(F1+F2),Au 242.80,0.159
NE Tubo 2,Au 242.80,0.213
NE Tubo 4,Au 242.80,0.153
NE Tubo 5,Au 242.80,0.154
NE Tubo 6,Au 242.80,0.22
NE Tubo 7,Au 242.80,0.058
Puntual Noroeste,Au 242.80,0.163
Tubo 3,Au 242.80,0.174
Especial 1,Au 242.80,0.061
Especial 2,Au 242.80,0.069
Especial 3,Au 242.80,0.075
Especial 4,Au 242.80,0.081
Especial 5,Au 242.80,0.056
Comp. Cola Columna,Au 242.80,0.014
Barren,Au 242.80,0.015
NE Tubo 1,Au 242.80,0.003
Barren Patios,Au 242.80,0.014
