"Analyst",""
"Date Started","9/22/2024 4:37 PM  GMT: 9/22/2024 11:37 PM"
"Worksheet","EXP000061_24"
"Comment",""
"Methods","Au,Au"

"Method: Au (Flame)"

"9/22/2024","4:44:04 PM","PATRON",0.8795,"","mg/L"
"9/22/2024","4:44:22 PM","BLANCO",-0.0025,"","mg/L"
"9/22/2024","4:44:32 PM","REAGENT BLANK",0.0000,"","mg/L"
"9/22/2024","4:44:48 PM","EXP000061-001",0.0578,"","mg/L"
"9/22/2024","4:45:04 PM","EXP000061-002",0.0650,"","mg/L"
"9/22/2024","4:45:16 PM","EXP000061-003",0.0986,"","mg/L"
"9/22/2024","4:45:42 PM","EXP000061-005",0.3056,"","mg/L"
"9/22/2024","4:46:26 PM","EXP000061-004",-0.0078,"","mg/L"
"9/22/2024","4:46:40 PM","EXP000061-006",0.3420,"","mg/L"
"9/22/2024","4:46:54 PM","PATRON",0.8792,"","mg/L"
"9/22/2024","4:47:10 PM","EXP000061-007",0.3210,"","mg/L"
"9/22/2024","4:47:22 PM","EXP000061-008",0.2996,"","mg/L"
"9/22/2024","4:47:36 PM","EXP000061-009",0.3101,"","mg/L"
"9/22/2024","4:47:48 PM","EXP000061-010",0.5240,"","mg/L"
"9/22/2024","4:48:00 PM","EXP000061-011",0.0307,"","mg/L"
"9/22/2024","4:48:12 PM","EXP000061-012",0.0133,"","mg/L"
"9/22/2024","4:48:26 PM","PATRON",0.8888,"","mg/L"
"9/22/2024","4:48:40 PM","EXP000061-013",0.1787,"","mg/L"
"9/22/2024","4:48:52 PM","EXP000061-014",0.4653,"","mg/L"
"9/22/2024","4:49:04 PM","EXP000061-015",0.4882,"","mg/L"
"9/22/2024","4:49:16 PM","EXP000061-016",0.4566,"","mg/L"
"9/22/2024","4:49:28 PM","EXP000061-017",1.4172,"","mg/L"
"9/22/2024","4:49:38 PM","EXP000061-018","OVER","R","mg/L"
"9/22/2024","4:51:00 PM","PATRON",0.9233,"","mg/L"
"9/22/2024","4:51:12 PM","EXP000061-019",0.0041,"","mg/L"
"9/22/2024","4:51:28 PM","EXP000061-020",0.0484,"","mg/L"
"9/22/2024","4:51:42 PM","EXP000061-021",0.0909,"","mg/L"
"9/22/2024","4:53:44 PM","EXP000061-022",0.4530,"","mg/L"
"9/22/2024","4:54:04 PM","PATRON",0.8894,"","mg/L"
"9/22/2024","4:54:04 PM","BLANCO","","","mg/L"

"Method: Au AU ALTO (Flame)"


"9/22/2024","4:59:30 PM","EXP000061-018",5.2854,"","mg/L"
"9/22/2024","4:59:30 PM","BLANCO","","","mg/L"
