Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.094
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.097
Celda # 11-A,Au 242.80,0.056
Celda # 11-B,Au 242.80,0.027
Celda # 11-C,Au 242.80,0.012
Celda # 6-F2,Au 242.80,0.096
Celda #5-9,Au 242.80,0.052
Celda #(F1+F2),Au 242.80,0.090
NE Tubo 1,Au 242.80,0.009
NE Tubo 2,Au 242.80,0.075
NE Tubo 4,Au 242.80,0.049
NE Tubo 5,Au 242.80,0.025
NE Tubo 6,Au 242.80,0.020
NE Tubo 7,Au 242.80,0.053
Puntual Noroeste,Au 242.80,0.090
Barren Patios,Au 242.80,0.012
Tubo 3,Au 242.80,0.143
Especial 1,Au 242.80,0.120
Especial 2,Au 242.80,0.038
Especial 3,Au 242.80,0.012
Especial 4,Au 242.80,0.008
Especial 5,Au 242.80,0.049
,,
