Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,11.86
Comp. Cola Columna,Cu 324.75,11.88
Barren,Cu 324.75,10.46
Cabeza puntual retorno,Cu 324.75,11.63
Celda # 11-A,Cu 324.75,45.50
Celda # 11-B,Cu 324.75,40.56
Celda # 11-C,Cu 324.75,3.322
Celda #5-9,Cu 324.75,0.183
Celda #(F1+F2),Cu 324.75,1.154
NE Tubo 1,Cu 324.75,0.905
NE Tubo 2,Cu 324.75,1.432
NE Tubo 4,Cu 324.75,0.996
NE Tubo 5,Cu 324.75,2.664
NE Tubo 6,Cu 324.75,0.298
NE Tubo 7,Cu 324.75,0.562
Puntual Noroeste,Cu 324.75,1.042
Barren Patios,Cu 324.75,9.524
Tubo 3,Cu 324.75,0.938
Especial 1,Cu 324.75,0.067
Especial 2,Cu 324.75,0.033
Especial 3,Cu 324.75,0.115
Especial 4,Cu 324.75,0.145
Especial 5,Cu 324.75,0.039
