Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.167
Comp. Cola Columna,Au 242.80,0.005
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.169
Celda # 11-A,Au 242.80,0.058
Celda # 11-B,Au 242.80,0.087
Celda # 11-C,Au 242.80,0.07
Celda #5-9,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.197
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.146
NE Tubo 4,Au 242.80,0.282
NE Tubo 5,Au 242.80,0.333
NE Tubo 6,Au 242.80,0.269
NE Tubo 7,Au 242.80,0.247
Puntual Noroeste,Au 242.80,0.194
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.112
Especial 1,Au 242.80,0.079
Especial 2,Au 242.80,0.067
Especial 3,Au 242.80,0.067
Especial 4,Au 242.80,0.046
Especial 5,Au 242.80,0.073
Especial 6,Au 242.80,0.008
Columna #1,Au 242.80,0.112
Columna #2,Au 242.80,0.08
Columna #3,Au 242.80,0.052
Columna #4,Au 242.80,0.03
Columna #5,Au 242.80,0.011
