Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.02
Comp. Cola Columna,Cu 324.75,1.083
Barren,Cu 324.75,1.028
Cabeza puntual retorno,Cu 324.75,1.025
Celda # 11-A,Cu 324.75,0.189
Celda # 11-B,Cu 324.75,0.138
Celda # 11-C,Cu 324.75,0.834
Celda #5-9,Cu 324.75,0.102
Celda #(F1+F2),Cu 324.75,0.987
NE Tubo 1,Cu 324.75,0.095
NE Tubo 2,Cu 324.75,0.169
NE Tubo 4,Cu 324.75,1.514
NE Tubo 5,Cu 324.75,0.789
NE Tubo 6,Cu 324.75,0.154
NE Tubo 7,Cu 324.75,3.05
Puntual Noroeste,Cu 324.75,1.015
Barren Patios,Cu 324.75,0.889
Tubo 3,Cu 324.75,0.329
Especial 1,Cu 324.75,0.139
Especial 2,Cu 324.75,0.113
Especial 3,Cu 324.75,0.185
Especial 4,Cu 324.75,0.24
Especial 5,Cu 324.75,0.151
Especial 6,Cu 324.75,0.129
Columna #1,Cu 324.75,0.878
Columna #2,Cu 324.75,0.811
Columna #3,Cu 324.75,0.822
Columna #4,Cu 324.75,0.885
Columna #5,Cu 324.75,0.952
