Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.221
Comp. Cola Columna,Ag 328.07,0.129
Barren,Ag 328.07,0.149
Cabeza puntual retorno,Ag 328.07,0.209
Celda # 11-A,Ag 328.07,0.023
Celda # 11-B,Ag 328.07,0.038
Celda # 11-C,Ag 328.07,0.033
Celda # 6-F2,Ag 328.07,0.113
Celda #5-9,Ag 328.07,0.029
Celda #(F1+F2),Ag 328.07,0.214
NE Tubo 1,Ag 328.07,0.27
NE Tubo 2,Ag 328.07,0.025
NE Tubo 4,Ag 328.07,0.084
NE Tubo 5,Ag 328.07,0.022
NE Tubo 6,Ag 328.07,0.016
NE Tubo 7,Ag 328.07,0.825
Puntual Noroeste,Ag 328.07,0.229
Barren Patios,Ag 328.07,0.109
Tubo 3,Ag 328.07,0.348
Especial 1,Ag 328.07,0.031
Especial 2,Ag 328.07,0.04
Especial 3,Ag 328.07,0.026
Especial 4,Ag 328.07,0.027
Especial 5,Ag 328.07,0.038
