Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.130
Cabeza puntual retorno,Au 242.80,0.126
Comp. Cola Columna,Au 242.80,0.012
Barren,Au 242.80,0.021
Celda # 11-A,Au 242.80,0.060
Celda # 11-B,Au 242.80,0.018
Celda # 11-C,Au 242.80,0.029
Celda # 6-F2,Au 242.80,0.342
Celda #5-9,Au 242.80,0.031
Celda #(F1+F2),Au 242.80,0.136
NE Tubo 1,Au 242.80,0.019
NE Tubo 2,Au 242.80,0.227
NE Tubo 4,Au 242.80,0.029
NE Tubo 5,Au 242.80,0.013
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.010
Puntual Noroeste,Au 242.80,0.053
Barren Patios,Au 242.80,0.008
Tubo 3,Au 242.80,0.044
Especial 1,Au 242.80,0.232
Especial 2,Au 242.80,0.039
Especial 3,Au 242.80,0.016
Especial 4,Au 242.80,0.017
Especial 5,Au 242.80,0.112
