Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.146
Comp. Cola Columna,Au 242.80,0.009
Barren,Au 242.80,0.01
Cabeza puntual retorno,Au 242.80,0.143
Celda # 11-A,Au 242.80,0.018
Celda # 11-B,Au 242.80,0.008
Celda # 11-C,Au 242.80,0.005
Celda # 6-F2,Au 242.80,0.098
Celda #5-9,Au 242.80,0.012
Celda #(F1+F2),Au 242.80,0.147
NE Tubo 1,Au 242.80,0.151
NE Tubo 2,Au 242.80,0.088
NE Tubo 4,Au 242.80,0.134
NE Tubo 5,Au 242.80,0.049
NE Tubo 6,Au 242.80,0.025
NE Tubo 7,Au 242.80,0.128
Puntual Noroeste,Au 242.80,0.144
Barren Patios,Au 242.80,0.002
Tubo 3,Au 242.80,0.222
Especial 1,Au 242.80,0.047
Especial 2,Au 242.80,0.029
Especial 3,Au 242.80,0.036
Especial 4,Au 242.80,0.0378
Especial 5,Au 242.80,0.012
Especial 6,Au 242.80,0.005
