Sample ID,Analyte Name,Reported Conc (Samp)
Columna #1,Au 242.80,0.069
Columna #2,Au 242.80,0.056
Columna #3,Au 242.80,0.025
Columna #5,Au 242.80,0.006
Columna #4,Au 242.80,0.013
Comp. Cabeza Columna,Au 242.80,0.085
Cabeza puntual retorno,Au 242.80,0.087
Celda #5-9,Au 242.80,0.035
Celda #(F1+F2),Au 242.80,0.09
NE Tubo 2,Au 242.80,0.089
NE Tubo 4,Au 242.80,0.044
NE Tubo 5,Au 242.80,0.025
NE Tubo 6,Au 242.80,0.002
NE Tubo 7,Au 242.80,0.038
Puntual Noroeste,Au 242.80,0.084
Tubo 3,Au 242.80,0.168
Especial 1,Au 242.80,0.062
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.001
Especial 4,Au 242.80,0.009
Especial 5,Au 242.80,0.063
Celda # 11-A,Au 242.80,0.04
Comp. Cola Columna,Au 242.80,0.004
Barren,Au 242.80,0.006
Celda # 11-B,Au 242.80,0.001
Celda # 11-C,Au 242.80,0.001
NE Tubo 1,Au 242.80,0.001
Barren Patios,Au 242.80,0.007
