Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.842
Comp. Cola Columna,Cu 324.75,0.532
Barren,Cu 324.75,0.586
Cabeza puntual retorno,Cu 324.75,0.79
Columna #1,Cu 324.75,0.587
Columna #2,Cu 324.75,0.464
Columna #3,Cu 324.75,0.339
Columna #4,Cu 324.75,0.236
Columna #5,Cu 324.75,0.196
Celda # 11-A,Cu 324.75,1.549
Celda # 11-B,Cu 324.75,0.151
Celda # 11-C,Cu 324.75,0.194
Celda #5-9,Cu 324.75,1.418
Celda #(F1+F2),Cu 324.75,0.749
NE Tubo 1,Cu 324.75,0.062
NE Tubo 2,Cu 324.75,0.125
NE Tubo 4,Cu 324.75,2.483
NE Tubo 5,Cu 324.75,1.417
NE Tubo 6,Cu 324.75,0.074
NE Tubo 7,Cu 324.75,0.035
Puntual Noroeste,Cu 324.75,0.749
Barren Patios,Cu 324.75,0.441
Tubo 3,Cu 324.75,0.402
Especial 1,Cu 324.75,0.956
Especial 2,Cu 324.75,1.364
Especial 3,Cu 324.75,0.104
Especial 4,Cu 324.75,0.1
Especial 5,Cu 324.75,1.018
