Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.484
Cabeza puntual retorno,Cu 324.75,0.511
Celda #(F1+F2),Cu 324.75,0.074
Puntual Noroeste,Cu 324.75,0.037
Tubo 3,Cu 324.75,0.048
Comp. Cola Columna,Cu 324.75,0.500
Barren,Cu 324.75,0.430
Celda # 11-A,Cu 324.75,0.097
Celda # 11-B,Cu 324.75,1.125
Celda # 11-C,Cu 324.75,3.564
Celda #5-9,Cu 324.75,0.230
NE Tubo 1,Cu 324.75,0.017
NE Tubo 2,Cu 324.75,0.027
NE Tubo 4,Cu 324.75,0.050
NE Tubo 5,Cu 324.75,0.017
NE Tubo 6,Cu 324.75,0.032
NE Tubo 7,Cu 324.75,0.048
Barren Patios,Cu 324.75,0.360
Especial 1,Cu 324.75,0.071
Especial 2,Cu 324.75,0.312
Especial 3,Cu 324.75,0.062
Especial 4,Cu 324.75,0.058
Especial 5,Cu 324.75,4.685
Columna #1,Cu 324.75,0.420
Columna #2,Cu 324.75,0.381
Columna #3,Cu 324.75,0.352
Columna #4,Cu 324.75,0.324
Columna #5,Cu 324.75,0.298
