Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,1.239
Comp. Cola Columna,Cu 324.75,1.018
Barren,Cu 324.75,0.771
Cabeza puntual retorno,Cu 324.75,1.227
Celda # 11-A,Cu 324.75,0.144
Celda # 11-B,Cu 324.75,0.071
Celda # 11-C,Cu 324.75,1.411
Celda # 6-F2,Cu 324.75,0.064
Celda #5-9,Cu 324.75,0.106
Celda #(F1+F2),Cu 324.75,1.305
NE Tubo 1,Cu 324.75,0.047
NE Tubo 2,Cu 324.75,0.117
NE Tubo 4,Cu 324.75,1.568
NE Tubo 5,Cu 324.75,1.116
NE Tubo 6,Cu 324.75,0.151
NE Tubo 7,Cu 324.75,4.193
Puntual Noroeste,Cu 324.75,1.287
Barren Patios,Cu 324.75,1.452
Tubo 3,Cu 324.75,0.25
Especial 1,Cu 324.75,0.104
Especial 2,Cu 324.75,0.072
Especial 3,Cu 324.75,0.144
Especial 4,Cu 324.75,0.234
Especial 5,Cu 324.75,0.099
Especial 6,Cu 324.75,0.075
Pileta Patio,Cu 324.75,0.15
