Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.184
Comp. Cola Columna,Au 242.80,0.023
Barren,Au 242.80,0.025
Cabeza puntual retorno,Au 242.80,0.181
Columna #1,Au 242.80,0.158
Columna #2,Au 242.80,0.125
Columna #3,Au 242.80,0.1
Columna #4,Au 242.80,0.064
Columna #5,Au 242.80,0.018
Celda # 11-A,Au 242.80,0.178
Celda # 11-B,Au 242.80,0.225
Celda # 11-C,Au 242.80,0.099
Celda #5-9,Au 242.80,0.002
Celda #(F1+F2),Au 242.80,0.175
NE Tubo 1,Au 242.80,0.125
NE Tubo 2,Au 242.80,0.103
NE Tubo 4,Au 242.80,0.234
NE Tubo 5,Au 242.80,0.234
NE Tubo 6,Au 242.80,0.105
NE Tubo 7,Au 242.80,0.199
Puntual Noroeste,Au 242.80,0.162
Barren Patios,Au 242.80,0.015
Tubo 3,Au 242.80,0.175
Especial 1,Au 242.80,0.043
Especial 2,Au 242.80,0.027
Especial 3,Au 242.80,0.027
Especial 4,Au 242.80,0.021
Especial 5,Au 242.80,0.019
