Analyst,,,,,
Date Started,6/07/2023 12:17 AM  GMT: 4/29/2023 7:17 AM,,,,
Worksheet,LC000682_24,,,,
Comment,,,,,
Methods,"Au,Au",,,,
,,,,,
Method: Au (Flame),,,,,
,,,,,
01/08/2023,01:11:24 a. m.,PATRON,0.91,,mg/L
01/08/2023,01:11:24 a. m.,BLANCO,0.02,,mg/L
01/08/2023,01:11:24 a. m.,REAGENT BLANK,-0.02,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-001,0.08,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-002,0.07,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-003,0.47,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-004,0.06,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-005,0.08,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-006,0.02,,mg/L
01/08/2023,01:11:24 a. m.,PATRON,0.92,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-007,0.04,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-008,0.07,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-009,0.07,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-010,0.68,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-011,0.45,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-012,0.20,,mg/L
01/08/2023,01:11:24 a. m.,PATRON,0.91,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-013,0.16,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-014,2.17,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-015,0.72,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-016,0.01,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-017,0.25,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-018,0.11,,mg/L
01/08/2023,01:11:24 a. m.,PATRON,0.90,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-019,0.13,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-020,0.07,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-021,0.84,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-022,0.41,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-023,0.21,,mg/L
01/08/2023,01:11:24 a. m.,LC000836-024,0.21,,mg/L
01/08/2023,01:11:24 a. m.,PATRON,0.91,,mg/L
