Sample ID,Analyte Name,Reported Conc (Samp)
SA-159,Fe,0.098
SA-160,Fe,0.08
SA-161,Fe,0.042
SA-162,Fe,0.078
SA-163,Fe,0.065
SA-159,Cd,0.055
SA-160,Cd,0.063
SA-161,Cd,0.068
SA-162,Cd,0.056
SA-163,Cd,0.053
SA-159,Pb ,0.007
SA-160,Pb ,0.012
SA-161,Pb ,0.018
SA-162,Pb ,0.009
SA-163,Pb ,0.385
SA-159,Cu ,37.5
SA-160,Cu ,40.02
SA-161,Cu ,40.21
SA-162,Cu ,37.13
SA-163,Cu ,54.69
