Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Ag 328.07,0.338
Comp. Cola Columna,Ag 328.07,0.249
Barren,Ag 328.07,0.296
Cabeza puntual retorno,Ag 328.07,0.334
Celda # 11-A,Ag 328.07,0.033
Celda # 11-B,Ag 328.07,0.024
Celda # 11-C,Ag 328.07,0.236
Celda # 6-F2,Ag 328.07,1.365
Celda #5-9,Ag 328.07,0.069
Celda #(F1+F2),Ag 328.07,0.323
NE Tubo 1,Ag 328.07,0.021
NE Tubo 2,Ag 328.07,0.247
NE Tubo 4,Ag 328.07,0.045
NE Tubo 5,Ag 328.07,0.022
NE Tubo 6,Ag 328.07,0.016
NE Tubo 7,Ag 328.07,0.123
Puntual Noroeste,Ag 328.07,0.102
Barren Patios,Ag 328.07,0.256
Tubo 3,Ag 328.07,0.142
Especial 1,Ag 328.07,0.155
Especial 2,Ag 328.07,0.089
Especial 3,Ag 328.07,0.038
Especial 4,Ag 328.07,0.020
Especial 5,Ag 328.07,0.086
