Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.264
Cabeza puntual retorno,Cu 324.75,0.238
Celda #(F1+F2),Cu 324.75,0.268
Puntual Noroeste,Cu 324.75,0.253
Tubo 3,Cu 324.75,0.577
NE Tubo 2,Cu 324.75,0.043
NE Tubo 4,Cu 324.75,0.043
Especial 1,Cu 324.75,0.023
Especial 2,Cu 324.75,0.029
Especial 3,Cu 324.75,0.088
Especial 4,Cu 324.75,0.083
Especial 5,Cu 324.75,0.038
Columna #1,Cu 324.75,0.255
Columna #2,Cu 324.75,0.259
Columna #3,Cu 324.75,0.26
Columna #4,Cu 324.75,0.254
Columna #5,Cu 324.75,0.259
Comp. Cola Columna,Cu 324.75,0.243
Barren,Cu 324.75,0.378
Barren Patios,Cu 324.75,0.325
NE Tubo 1,Cu 324.75,0.031
NE Tubo 5,Cu 324.75,0.038
NE Tubo 6,Cu 324.75,0.024
NE Tubo 7,Cu 324.75,0.259
Celda # 11-A,Cu 324.75,0.094
Celda # 11-B,Cu 324.75,0.04
Celda # 11-C,Cu 324.75,0.06
Celda #5-9,Cu 324.75,0.454
