Analista,JCAN,,,,,,,,,
Fecha de inicio,12/01/2023 03:14 p. m.  GMT: 12/01/2023 09:14 p. m.,,,,,,,,,
Hoja de trabajo,5000006_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
,Método: Au EFAA30 (Llama),,,,,,,,,
,,,,,,,,,,
,CERO CAL,0,,mg/L,>100,0.0002,-0.0001,-0.0001,0.0003,0.0003
,PATRÓN 1,0.5,,mg/L,1.3,0.0118,-0.0003,0.0119,0.0117,0.0119
,PATRÓN 2,1,,mg/L,0.6,0.0253,-0.0003,0.0254,0.0254,0.0252
,PATRÓN 3,2,,mg/L,0.6,0.0516,-0.0005,0.0515,0.0514,0.052
,PATRÓN 4,5,,mg/L,0.3,0.1291,-0.0002,0.1293,0.1293,0.1286
,PATRÓN 5,10,,mg/L,0.4,0.2552,-0.0001,0.2548,0.2545,0.2564
,PATRON,0.5146,,mg/L,1.5,0.0125,-0.0005,0.0127,0.0125,0.0123
,BLANCO REACTIVO,0,,mg/L,19.6,0.0007,-0.0003,0.0009,0.0006,0.0006
,BLANCO,-0.0071,,mg/L,54,-0.0002,-0.0008,-0.0001,-0.0001,-0.0003
,BLANCO REACTIVO,0,,mg/L,24.5,0.0007,-0.0002,0.0005,0.0007,0.0008
,SA000006-001,0.08,,mg/L,4.7,0.0083,-0.0012,0.0087,0.0079,0.0082
,SA000006-002,0.0744,,mg/L,2.1,0.0077,-0.0011,0.0076,0.0076,0.0079
,SA000006-003,0.0345,,mg/L,3.9,0.0036,-0.001,0.0036,0.0037,0.0034
,SA000006-004,0.0425,,mg/L,4.4,0.0044,-0.0012,0.0044,0.0045,0.0042
,SA000006-005,0.0029,,mg/L,>100,0.0003,-0.001,0.0006,0.0003,0
,PATRON,0.5058,,mg/L,2.5,0.0123,-0.0014,0.0123,0.0126,0.0119
,SA000006-006,0.0377,,mg/L,6.6,0.0039,-0.0011,0.0036,0.004,0.004
,SA000006-007,0.4503,,mg/L,0.4,0.0486,-0.001,0.0488,0.0484,0.0487
,SA000006-008,0.4685,,mg/L,0.7,0.0507,-0.0012,0.0511,0.0505,0.0504
,SA000006-009,0.0382,,mg/L,7.8,0.0039,-0.0013,0.0036,0.0041,0.0041
,SA000006-010,0.7589,,mg/L,0.5,0.0841,-0.001,0.0836,0.0843,0.0844
,PATRON,0.5042,,mg/L,2.5,0.0122,-0.0012,0.0125,0.0122,0.0119
,BLANCO REACTIVO,0,,mg/L,21.4,0.0014,-0.0005,0.0011,0.0017,0.0013
,BLANCO,-0.0097,,mg/L,58.2,-0.0002,-0.0016,-0.0004,-0.0001,-0.0002
,BLANCO REACTIVO,0,,mg/L,20.1,0.0011,-0.0003,0.0014,0.0011,0.0009
,SA000006-011,0.0388,,mg/L,5.8,0.004,-0.0018,0.0039,0.0043,0.0038
,SA000006-012,0.0062,,mg/L,34.4,0.0006,-0.0018,0.0009,0.0006,0.0005
,SA000006-013,0.0412,,mg/L,4.8,0.0042,-0.0019,0.004,0.0042,0.0044
,SA000006-014,0.0325,,mg/L,2.5,0.0033,-0.0016,0.0033,0.0033,0.0034
,SA000006-015,0.0927,,mg/L,3.7,0.0096,-0.002,0.0092,0.0099,0.0097
,PATRON,0.4933,,mg/L,0.7,0.012,-0.002,0.0119,0.012,0.012
,SA000006-016,0.1221,,mg/L,0.4,0.0127,-0.0017,0.0127,0.0128,0.0127
,SA000006-017,0.7577,,mg/L,0.7,0.084,-0.0018,0.0834,0.0841,0.0845
,SA000006-018,0.399,,mg/L,0.6,0.0429,-0.0016,0.0429,0.0426,0.0432
,SA000006-019,0.3644,,mg/L,0.8,0.039,-0.0016,0.0392,0.0392,0.0387
,SA000006-020,0.4126,,mg/L,0.7,0.0444,-0.0019,0.0441,0.0445,0.0446
,PATRON,0.4956,,mg/L,2,0.012,-0.0021,0.0123,0.012,0.0118
,BLANCO,,,mg/L,,,,,,
