Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.821
Cabeza puntual retorno,Cu 324.75,0.863
Celda #(F1+F2),Cu 324.75,0.746
Puntual Noroeste,Cu 324.75,0.695
Tubo 3,Cu 324.75,1.047
Comp. Cola Columna,Cu 324.75,0.851
Barren,Cu 324.75,1.160
Celda # 11-A,Cu 324.75,0.090
Celda # 11-B,Cu 324.75,1.374
Celda # 11-C,Cu 324.75,0.364
Celda # 6-F2,Cu 324.75,3.454
Celda #5-9,Cu 324.75,3.444
NE Tubo 1,Cu 324.75,0.105
NE Tubo 2,Cu 324.75,0.059
NE Tubo 4,Cu 324.75,0.199
NE Tubo 5,Cu 324.75,0.022
NE Tubo 6,Cu 324.75,0.029
NE Tubo 7,Cu 324.75,1.858
Barren Patios,Cu 324.75,1.287
Especial 1,Cu 324.75,0.450
Especial 2,Cu 324.75,0.321
Especial 3,Cu 324.75,0.093
Especial 4,Cu 324.75,0.098
Especial 5,Cu 324.75,0.051
