Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.081
Comp. Cola Columna,Au 242.80,0.002
Barren,Au 242.80,0.013
Cabeza puntual retorno,Au 242.80,0.081
Celda # 11-A,Au 242.80,0.079
Celda # 11-B,Au 242.80,0.005
Celda # 11-C,Au 242.80,0.021
Celda # 6-F2,Au 242.80,0.079
Celda #5-9,Au 242.80,0.127
Celda #(F1+F2),Au 242.80,0.066
NE Tubo 1,Au 242.80,0.014
NE Tubo 2,Au 242.80,0.09
NE Tubo 4,Au 242.80,0.096
NE Tubo 5,Au 242.80,0.065
NE Tubo 6,Au 242.80,0.032
NE Tubo 7,Au 242.80,0.032
Puntual Noroeste,Au 242.80,0.063
Barren Patios,Au 242.80,0.014
Tubo 3,Au 242.80,0.04
Especial 1,Au 242.80,0.329
Especial 2,Au 242.80,0.197
Especial 3,Au 242.80,0.088
Especial 4,Au 242.80,0.154
Especial 5,Au 242.80,0.16
Especial 6,Au 242.80,0.001
