Analista,ALS,,,,,,,,,
Fecha de inicio,18/02/2023 03:08 a. m.  GMT: 18/02/2023 09:08 a. m.,,,,,,,,,
Hoja de trabajo,SA000397-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.4941,,mg/L,1.2,0.0157,-0.0007,0.0158,0.0155,0.0159
,BLANCO,0.001,,mg/L,>100,0,-0.0001,-0.0002,0.0001,0.0001
,BLANCO REACTIVO,0,,mg/L,>100,0,-0.0003,0,0,0
,SA000373-006,0.1622,,mg/L,2.4,0.0147,-0.0007,0.0148,0.0151,0.0144
,SA000373-007,0.1863,,mg/L,0.8,0.017,-0.0006,0.0169,0.0171,0.0169
,SA000373-009,0.3307,,mg/L,0.7,0.0303,-0.0004,0.0303,0.0302,0.0306
,SA000373-010,0.4942,,mg/L,0.3,0.0457,-0.0005,0.0459,0.0456,0.0457
,SA000373-011,0.2645,,mg/L,1.6,0.0242,-0.0004,0.024,0.0246,0.0239
,PATRON,0.5003,,mg/L,1.9,0.0159,-0.0009,0.0162,0.016,0.0156
,SA000373-013,0.0838,,mg/L,3.1,0.0076,-0.0007,0.0074,0.0075,0.0078
,SA000382-001,0.2746,,mg/L,1,0.0251,-0.0005,0.0254,0.0251,0.0249
,SA000382-005,0.1808,,mg/L,0.6,0.0164,-0.0007,0.0163,0.0165,0.0165
,SA000382-006,0.152,,mg/L,1.8,0.0138,-0.0006,0.0141,0.0137,0.0136
,PATRON,0.5077,,mg/L,1.9,0.0162,-0.001,0.0165,0.0161,0.0159
,BLANCO,-0.0004,,mg/L,>100,0,-0.0007,-0.0003,-0.0001,0.0003
,BLANCO REACTIVO,0,,mg/L,71.9,-0.0001,-0.0006,-0.0002,-0.0001,0
