Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.061
Cabeza puntual retorno,Cu 324.75,1.012
Celda #(F1+F2),Cu 324.75,0.216
Puntual Noroeste,Cu 324.75,0.172
Tubo 3,Cu 324.75,0.135
Comp. Cola Columna,Cu 324.75,1.026
Barren,Cu 324.75,1.039
Celda # 11-A,Cu 324.75,0.191
Celda # 11-B,Cu 324.75,0.162
Celda # 11-C,Cu 324.75,0.042
Celda # 6-F2,Cu 324.75,0.480
Celda #5-9,Cu 324.75,4.920
NE Tubo 1,Cu 324.75,0.045
NE Tubo 2,Cu 324.75,0.017
NE Tubo 4,Cu 324.75,0.132
NE Tubo 5,Cu 324.75,0.018
NE Tubo 6,Cu 324.75,0.050
NE Tubo 7,Cu 324.75,0.830
Barren Patios,Cu 324.75,1.041
Especial 1,Cu 324.75,2.194
Especial 2,Cu 324.75,0.440
Especial 3,Cu 324.75,0.327
Especial 4,Cu 324.75,0.524
Especial 5,Cu 324.75,4.090
