Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,6.506
Comp. Cola Columna,Cu 324.75,6.603
Barren,Cu 324.75,6.196
Cabeza puntual retorno,Cu 324.75,6.552
Celda # 11-A,Cu 324.75,3.398
Celda # 11-B,Cu 324.75,0.198
Celda # 11-C,Cu 324.75,0.708
Celda # 6-F2,Cu 324.75,0.15
Celda #5-9,Cu 324.75,0.694
Celda #(F1+F2),Cu 324.75,6.706
NE Tubo 1,Cu 324.75,0.148
NE Tubo 2,Cu 324.75,0.174
NE Tubo 4,Cu 324.75,1.678
NE Tubo 5,Cu 324.75,5.228
NE Tubo 6,Cu 324.75,0.584
NE Tubo 7,Cu 324.75,21.24
Puntual Noroeste,Cu 324.75,6.713
Barren Patios,Cu 324.75,6.22
Tubo 3,Cu 324.75,3.918
Especial 1,Cu 324.75,0.208
Especial 2,Cu 324.75,0.168
Especial 3,Cu 324.75,0.35
Especial 4,Cu 324.75,1.408
Especial 5,Cu 324.75,0.191
Especial 6,Cu 324.75,0.161
Pileta Patio,Cu 324.75,0.44
