Analista,JGS,,,,,,,,,
Fecha de inicio,22/01/2023 11:02 p. m.  GMT: 23/01/2023 05:02 a. m.,,,,,,,,,
Hoja de trabajo,SA000118-RE_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
,PATRON,0.5128,,mg/L,7.4,0.0154,-0.0019,0.0165,0.0142,0.0155
,BLANCO,-0.0107,,mg/L,>100,-0.0003,-0.0008,-0.0006,-0.0005,0.0002
,BLANCO REACTIVO,0,,mg/L,>100,0.0005,-0.0008,0.0005,-0.0008,0.0018
,SA000104-003,0.1214,,mg/L,3.6,0.0156,-0.002,0.0157,0.015,0.0161
,SA000104-004,0.2294,,mg/L,2.8,0.0297,-0.0023,0.0303,0.03,0.0287
,SA000104-006,0.3436,,mg/L,1.1,0.0447,-0.0024,0.0441,0.0451,0.0448
,SA000104-008,0.3682,,mg/L,1.4,0.0479,-0.0014,0.0487,0.0475,0.0475
,SA000104-009,0.0994,,mg/L,5.3,0.0128,-0.0017,0.0132,0.012,0.0132
,PATRON,0.4804,,mg/L,4.8,0.0144,-0.0023,0.0138,0.0151,0.0144
,SA000104-010,0.1186,,mg/L,2.6,0.0153,-0.0026,0.0153,0.0149,0.0157
,SA000104-012,0.1517,,mg/L,3.5,0.0196,-0.0014,0.02,0.0199,0.0188
,SA000113-021,0.1694,,mg/L,5.1,0.0219,-0.0014,0.0214,0.0211,0.0231
,SA000114-030,0.0273,,mg/L,31.1,0.0035,-0.0018,0.0028,0.0048,0.003
,PATRON,0.4799,,mg/L,6.1,0.0144,-0.0024,0.0136,0.0143,0.0153
,BLANCO,0.0013,,mg/L,>100,0,0,-0.0003,-0.0002,0.0007
,BLANCO REACTIVO,0,,mg/L,>100,-0.0001,-0.0002,0.0004,-0.0011,0.0003
