Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.147
Comp. Cola Columna,Au 242.80,0.01
Barren,Au 242.80,0.011
Cabeza puntual retorno,Au 242.80,0.148
Celda # 11-A,Au 242.80,0.058
Celda # 11-B,Au 242.80,0.112
Celda # 11-C,Au 242.80,0.097
Celda # 6-F2,Au 242.80,0.047
Celda #5-9,Au 242.80,0.067
Celda #(F1+F2),Au 242.80,0.152
NE Tubo 1,Au 242.80,0.012
NE Tubo 2,Au 242.80,0.14
NE Tubo 4,Au 242.80,0.086
NE Tubo 5,Au 242.80,0.089
NE Tubo 6,Au 242.80,0.097
NE Tubo 7,Au 242.80,0.301
Puntual Noroeste,Au 242.80,0.16
Barren Patios,Au 242.80,0.009
Tubo 3,Au 242.80,0.161
Especial 1,Au 242.80,0.078
Especial 2,Au 242.80,0.08
Especial 3,Au 242.80,0.003
Especial 4,Au 242.80,0.004
Especial 5,Au 242.80,0.064
Especial 6,Au 242.80,0.002
