Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza,Cu 324.75,2.179
Comp. Cola Columna,Cu 324.75,2.096
Barren,Cu 324.75,2.05
Cabeza puntual retorno,Cu 324.75,2.009
Celda # 11-A,Cu 324.75,0.392
Celda # 11-B,Cu 324.75,0.049
Celda # 11-C,Cu 324.75,0.009
Celda #5-9,Cu 324.75,1.225
Celda #(F1+F2),Cu 324.75,2.306
NE Tubo 1,Cu 324.75,0.017
NE Tubo 2,Cu 324.75,0.133
NE Tubo 4,Cu 324.75,1.402
NE Tubo 5,Cu 324.75,4.314
NE Tubo 6,Cu 324.75,6.87
NE Tubo 7,Cu 324.75,0.677
Puntual Noroeste,Cu 324.75,2.003
Barren Patios,Cu 324.75,1.663
Tubo 3,Cu 324.75,0.026
Especial 1,Cu 324.75,0.026
Especial 2,Cu 324.75,0.01
Especial 3,Cu 324.75,0.242
Especial 4,Cu 324.75,1.96
Especial 5,Cu 324.75,0.03
Especial 6,Cu 324.75,0.015
Columna #1,Cu 324.75,2.03
Columna #2,Cu 324.75,2.088
Columna #3,Cu 324.75,2.097
Columna #4,Cu 324.75,2.126
Columna #5,Cu 324.75,2.092
