Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.368
Comp. Cola Columna,Cu 324.75,0.326
Barren,Cu 324.75,0.361
Cabeza puntual retorno,Cu 324.75,0.365
Celda # 11-A,Cu 324.75,0.094
Celda # 11-B,Cu 324.75,0.054
Celda # 11-C,Cu 324.75,0.174
Celda #5-9,Cu 324.75,0.126
Celda #(F1+F2),Cu 324.75,0.360
NE Tubo 1,Cu 324.75,0.023
NE Tubo 2,Cu 324.75,0.093
NE Tubo 4,Cu 324.75,0.088
NE Tubo 5,Cu 324.75,0.092
NE Tubo 6,Cu 324.75,0.120
NE Tubo 7,Cu 324.75,0.083
Puntual Noroeste,Cu 324.75,0.393
Barren Patios,Cu 324.75,0.385
Tubo 3,Cu 324.75,1.323
Especial 1,Cu 324.75,0.073
Especial 2,Cu 324.75,0.055
Especial 3,Cu 324.75,0.083
Especial 4,Cu 324.75,0.210
Especial 5,Cu 324.75,0.070
Columna #1,Cu 324.75,0.402
Columna #2,Cu 324.75,0.418
Columna #3,Cu 324.75,0.424
Columna #4,Cu 324.75,0.426
Columna #5,Cu 324.75,0.410
,,
