Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,0.148
Comp. Cola Columna,Cu 324.75,0.095
Barren,Cu 324.75,0.122
Cabeza puntual retorno,Cu 324.75,0.16
Celda # 11-A,Cu 324.75,0.201
Celda # 11-B,Cu 324.75,0.093
Celda # 11-C,Cu 324.75,0.068
Celda # 6-F2,Cu 324.75,0.086
Celda #5-9,Cu 324.75,0.047
Celda #(F1+F2),Cu 324.75,0.132
NE Tubo 1,Cu 324.75,0.038
NE Tubo 2,Cu 324.75,0.096
NE Tubo 4,Cu 324.75,0.077
NE Tubo 5,Cu 324.75,0.066
NE Tubo 6,Cu 324.75,0.131
NE Tubo 7,Cu 324.75,0.107
Puntual Noroeste,Cu 324.75,0.21
Barren Patios,Cu 324.75,0.224
Tubo 3,Cu 324.75,0.132
Especial 1,Cu 324.75,0.042
Especial 2,Cu 324.75,0.018
Especial 3,Cu 324.75,0.183
Especial 4,Cu 324.75,0.481
Especial 5,Cu 324.75,0.103
Especial 6,Cu 324.75,0.773
