Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,0.802
Comp. Cola Columna,Cu 324.75,0.795
Barren,Cu 324.75,0.73
Cabeza puntual retorno,Cu 324.75,0.915
Columna #1,Cu 324.75,0.872
Columna #2,Cu 324.75,0.774
Columna #3,Cu 324.75,0.735
Columna #4,Cu 324.75,0.732
Columna #5,Cu 324.75,0.726
Celda # 11-A,Cu 324.75,0.068
Celda # 11-B,Cu 324.75,0.041
Celda # 11-C,Cu 324.75,1.116
Celda #5-9,Cu 324.75,0.041
Celda #(F1+F2),Cu 324.75,0.894
NE Tubo 1,Cu 324.75,0.018
NE Tubo 2,Cu 324.75,0.078
NE Tubo 4,Cu 324.75,0.018
NE Tubo 5,Cu 324.75,0.031
NE Tubo 6,Cu 324.75,0.047
NE Tubo 7,Cu 324.75,0.25
Puntual Noroeste,Cu 324.75,0.135
Barren Patios,Cu 324.75,0.737
Tubo 3,Cu 324.75,0.196
Especial 1,Cu 324.75,0.093
Especial 2,Cu 324.75,0.083
Especial 3,Cu 324.75,0.132
Especial 4,Cu 324.75,0.128
Especial 5,Cu 324.75,0.08
Barren 2,Cu 324.75,1.102
