Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.818
Cabeza puntual retorno,Cu 324.75,1.854
Celda #(F1+F2),Cu 324.75,1.916
Puntual Noroeste,Cu 324.75,1.859
Tubo 3,Cu 324.75,0.385
Comp. Cola Columna,Cu 324.75,1.661
Barren,Cu 324.75,1.718
Celda # 11-A,Cu 324.75,1.359
Celda # 11-B,Cu 324.75,1.756
Celda # 11-C,Cu 324.75,1.267
Celda #5-9,Cu 324.75,2.599
NE Tubo 1,Cu 324.75,0.207
NE Tubo 2,Cu 324.75,1.288
NE Tubo 4,Cu 324.75,3.511
NE Tubo 5,Cu 324.75,4.706
NE Tubo 6,Cu 324.75,2.459
NE Tubo 7,Cu 324.75,2.417
Barren Patios,Cu 324.75,1.566
Especial 1,Cu 324.75,0.505
Especial 2,Cu 324.75,0.165
Especial 3,Cu 324.75,0.226
Especial 4,Cu 324.75,0.454
Especial 5,Cu 324.75,0.172
