Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.13
Comp. Cola Columna,Au 242.80,0.008
Barren,Au 242.80,0.014
Cabeza puntual retorno,Au 242.80,0.129
Celda # 11-A,Au 242.80,0.043
Celda # 11-B,Au 242.80,0.019
Celda # 11-C,Au 242.80,0.002
Celda # 6-F2,Au 242.80,0.03
Celda #5-9,Au 242.80,0.016
Celda #(F1+F2),Au 242.80,0.147
NE Tubo 1,Au 242.80,0.015
NE Tubo 2,Au 242.80,0.115
NE Tubo 4,Au 242.80,0.093
NE Tubo 5,Au 242.80,0.064
NE Tubo 6,Au 242.80,0.064
NE Tubo 7,Au 242.80,0.133
Puntual Noroeste,Au 242.80,0.14
Barren Patios,Au 242.80,0.006
Tubo 3,Au 242.80,0.209
Especial 1,Au 242.80,0.111
Especial 2,Au 242.80,0.048
Especial 3,Au 242.80,0.133
Especial 4,Au 242.80,0.116
Especial 5,Au 242.80,0.036
Especial 6,Au 242.80,0.015
