"Analista",""
"Fecha de inicio","01:37 a. m. 30/01/2023"
"Hoja de trabajo","Sa000181_6"
"Comentario",""
"Métodos","Ag"

"Método: Ag (Llama)"

"Ag","PATRON",0.9988,"","mg/L",1.4,0.1297,0.1305,0.1275,0.1310
"Ag","BLANCO",0.0007,"","mg/L",">100",0.0001,-0.0006,0.0002,0.0007
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0008,0.0010,0.0016,-0.0002
"Ag","SA000181-001",2.2146,"","mg/L",3.1,0.0116,0.0112,0.0117,0.0120
"Ag","SA000181-002",2.0322,"","mg/L",4.6,0.0107,0.0102,0.0111,0.0109
"Ag","SA000181-003",15.7447,"","mg/L",1.5,0.0829,0.0821,0.0821,0.0843
"Ag","SA000181-004",0.6907,"","mg/L",43.6,0.0036,0.0019,0.0050,0.0040
"Ag","SA000181-005",1.1600,"","mg/L",3.8,0.0060,0.0063,0.0058,0.0059
"Ag","PATRON",1.0029,"","mg/L",0.4,0.1302,0.1308,0.1297,0.1300
"Ag","SA000181-006",0.3038,"","mg/L",30.6,0.0016,0.0016,0.0021,0.0011
"Ag","SA000181-007",0.7354,"","mg/L",3.0,0.0038,0.0038,0.0039,0.0037
"Ag","SA000181-008",0.5722,"","mg/L",11.0,0.0030,0.0032,0.0026,0.0032
"Ag","SA000181-009",0.3626,"","mg/L",27.2,0.0019,0.0025,0.0015,0.0018
"Ag","SA000181-010",0.3423,"","mg/L",33.4,0.0018,0.0024,0.0012,0.0017
"Ag","PATRON",0.9921,"","mg/L",1.5,0.1288,0.1295,0.1303,0.1266
"Ag","BLANCO",0.0011,"","mg/L",">100",0.0001,-0.0014,0.0015,0.0003
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",0.0000,0.0006,0.0001,-0.0006
"Ag","SA000181-011",0.6280,"","mg/L",28.3,0.0032,0.0038,0.0022,0.0037
"Ag","SA000181-012",0.7538,"","mg/L",21.8,0.0039,0.0029,0.0045,0.0042
"Ag","SA000181-013",0.6407,"","mg/L",42.3,0.0034,0.0033,0.0020,0.0048
"Ag","SA000181-014",1.1910,"","mg/L",16.8,0.0063,0.0068,0.0050,0.0069
"Ag","SA000181-015",-0.0075,"","mg/L",">100",0.0000,-0.0013,0.0003,0.0009
"Ag","PATRON",1.0001,"","mg/L",1.1,0.1298,0.1282,0.1303,0.1310
"Ag","SA000181-016",0.4878,"","mg/L",19.1,0.0026,0.0021,0.0025,0.0031
"Ag","SA000181-017",0.4938,"","mg/L",34.0,0.0026,0.0016,0.0028,0.0034
"Ag","SA000181-018",0.3176,"","mg/L",">100",0.0017,-0.0007,0.0029,0.0027
"Ag","SA000181-019",1.7258,"","mg/L",6.2,0.0090,0.0084,0.0093,0.0094
"Ag","SA000181-020",0.7709,"","mg/L",58.7,0.0041,0.0017,0.0042,0.0065
"Ag","PATRON",0.9982,"","mg/L",1.5,0.1302,0.1317,0.1280,0.1309
"Ag","BLANCO",-0.0025,"","mg/L",">100",-0.0003,0.0003,0.0001,-0.0014
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",71.5,0.0009,0.0009,0.0015,0.0002
"Ag","SA000181-021",0.9268,"","mg/L",7.0,0.0050,0.0051,0.0053,0.0046
"Ag","SA000181-022",-0.0331,"","mg/L",">100",-0.0002,0.0005,-0.0004,-0.0006
"Ag","SA000181-023",0.7154,"","mg/L",23.0,0.0038,0.0047,0.0037,0.0029
"Ag","SA000181-024",0.6773,"","mg/L",22.0,0.0036,0.0029,0.0035,0.0044
"Ag","SA000181-025",0.3798,"","mg/L",49.7,0.0020,0.0029,0.0022,0.0009
"Ag","PATRON",0.9920,"","mg/L",0.5,0.1294,0.1301,0.1288,0.1294
"Ag","SA000181-026",0.5012,"","mg/L",48.1,0.0026,0.0012,0.0034,0.0034
"Ag","SA000181-027",1.2349,"","mg/L",5.2,0.0065,0.0068,0.0061,0.0066
"Ag","SA000181-028",0.3817,"","mg/L",70.5,0.0021,0.0013,0.0037,0.0012
"Ag","PATRON",1.0040,"","mg/L",1.9,0.1310,0.1281,0.1323,0.1325
"Ag","BLANCO",-0.0086,"","mg/L",35.4,-0.0011,-0.0010,-0.0008,-0.0016
"Ag","BLANCO REACTIVO",0.0000,"","mg/L",">100",-0.0003,0.0004,-0.0009,-0.0003
