Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Au 242.80,0.106
Comp. Cola Columna,Au 242.80,0.003
Barren,Au 242.80,0.003
Cabeza puntual retorno,Au 242.80,0.104
Celda # 11-A,Au 242.80,0.005
Celda # 11-B,Au 242.80,0.002
Celda # 11-C,Au 242.80,0.003
Celda # 6-F2,Au 242.80,0.029
Celda #5-9,Au 242.80,0.079
Celda #(F1+F2),Au 242.80,0.114
NE Tubo 1,Au 242.80,0.002
NE Tubo 2,Au 242.80,0.074
NE Tubo 4,Au 242.80,0.09
NE Tubo 5,Au 242.80,0.235
NE Tubo 6,Au 242.80,0.146
NE Tubo 7,Au 242.80,0.117
Barren Patios,Au 242.80,0.01
Tubo 3,Au 242.80,0.121
Especial 1,Au 242.80,0.024
Especial 2,Au 242.80,0.079
Especial 3,Au 242.80,0.039
Especial 4,Au 242.80,0.111
Especial 5,Au 242.80,0.089
Especial 6,Au 242.80,0.004
