Sample ID,Analyte Name,Reported Conc (Calib)
Comp. Cabeza Columna,Cu 324.75,4.202
Comp. Cola Columna,Cu 324.75,4.144
Barren,Cu 324.75,3.749
Cabeza puntual retorno,Cu 324.75,4.161
Celda # 11-A,Cu 324.75,0.956
Celda # 11-B,Cu 324.75,0.083
Celda # 11-C,Cu 324.75,2.774
Celda #5-9,Cu 324.75,4.06
Celda #(F1+F2),Cu 324.75,4.606
NE Tubo 1,Cu 324.75,0.066
NE Tubo 2,Cu 324.75,0.092
NE Tubo 4,Cu 324.75,1.328
NE Tubo 5,Cu 324.75,11.15
NE Tubo 6,Cu 324.75,3.785
NE Tubo 7,Cu 324.75,12.65
Puntual Noroeste,Cu 324.75,4.585
Barren Patios,Cu 324.75,3.644
Tubo 3,Cu 324.75,4.207
Especial 1,Cu 324.75,0.162
Especial 2,Cu 324.75,0.071
Especial 3,Cu 324.75,0.571
Especial 4,Cu 324.75,1.914
Especial 5,Cu 324.75,1.651
Especial 6,Cu 324.75,2.576
Columna #1,Cu 324.75,3.761
Columna #2,Cu 324.75,3.803
Columna #3,Cu 324.75,3.763
Columna #4,Cu 324.75,3.78
Columna #5,Cu 324.75,3.698
