Analista,CFR,,,,,,,,,
Fecha de inicio,16/07/2022 16:45,,,,,,,,,
Hoja de trabajo,Ec000086-re_3,,,,,,,,,
Comentario,,,,,,,,,,
Métodos,Au,,,,,,,,,
,,,,,,,,,,
Método: Au EFAA30 (Llama),,,,,,,,,,
,,,,,,,,,,
Au,PATRON,0.4964,,mg/L,6,0.0137,0.0008,0.0139,0.0143,0.0127
Au,BLANCO,-0.0068,,mg/L,>100,-0.0002,-0.0002,-0.0002,-0.0004,0
Au,BLANCO REACTIVO,0,,mg/L,75.1,0.0007,0.0014,0.0004,0.0012,0.0003
Au,EC000045-014,0.0184,,mg/L,12.9,0.0022,0,0.0024,0.0022,0.0019
Au,EC000049-003,0.0788,,mg/L,1.8,0.0093,0.0004,0.0092,0.0095,0.0092
Au,EC000049-004,0.096,,mg/L,2.2,0.0113,-0.0002,0.0116,0.0113,0.0111
Au,EC000049-006,0.0923,,mg/L,2.7,0.0109,-0.0004,0.0106,0.0112,0.0109
Au,EC000049-007,0.1317,,mg/L,1.4,0.0155,-0.0005,0.0154,0.0155,0.0158
Au,EC000049-008,0.0062,,mg/L,43.9,0.0007,0.0003,0.001,0.0004,0.0008
Au,EC000049-009,0.2903,,mg/L,2.1,0.0346,-0.0008,0.0353,0.0345,0.0339
Au,EC000049-010,0.1181,,mg/L,1.5,0.0139,-0.0006,0.0142,0.0139,0.0137
Au,EC000049-018,0.1734,,mg/L,4.2,0.0205,-0.0012,0.0196,0.0213,0.0207
Au,EC000049-019,0.2193,,mg/L,2.6,0.026,-0.0009,0.0254,0.0267,0.0259
Au,PATRON,0.5114,,mg/L,3,0.0141,-0.0035,0.0146,0.0139,0.0137
Au,BLANCO,0.0155,,mg/L,54.9,0.0004,-0.0036,0.0006,0.0005,0.0002
Au,BLANCO REACTIVO,0,,mg/L,6.5,-0.0031,0.0053,-0.0033,-0.0029,-0.0032
Au,EC000049-020,0.4336,,mg/L,2,0.052,-0.0023,0.0508,0.0526,0.0526
Au,EC000049-021,0.4387,,mg/L,1,0.0526,-0.0028,0.0525,0.0532,0.0522
Au,EC000049-022,0.1287,,mg/L,1.4,0.0152,-0.0036,0.0153,0.0153,0.0149
Au,EC000049-023,0.2147,,mg/L,3.1,0.0255,-0.0038,0.025,0.025,0.0264
Au,EC000049-024,0.1872,,mg/L,1.1,0.0222,-0.0026,0.0221,0.0219,0.0224
Au,EC000049-044,0.2219,,mg/L,2.2,0.0263,-0.0027,0.0257,0.0266,0.0267
Au,EC000049-045,0.1292,,mg/L,2.5,0.0152,0.003,0.0151,0.0149,0.0157
Au,EC000049-046,0.0007,,mg/L,>100,0.0001,0.0076,0.0001,0.0006,-0.0004
Au,EC000049-047,-0.0019,,mg/L,>100,-0.0002,0.0077,-0.0005,0.0001,-0.0003
Au,EC000049-049,0.1948,,mg/L,2.6,0.0231,0.0079,0.0225,0.0237,0.023
