Sample ID,Analyte Name,Reported Conc (Samp)
52,Ag 328.07,0.008
53,Ag 328.07,0.016
54,Ag 328.07,0.127
55,Ag 328.07,0.015
56,Ag 328.07,0.012
57,Ag 328.07,0.010
58,Ag 328.07,0.080
59,Ag 328.07,0.046
62,Ag 328.07,0.326
63,Ag 328.07,0.300
COL. 1,Ag 328.07,0.016
COL. 2,Ag 328.07,0.016
COL. 3,Ag 328.07,0.018
COL. 4,Ag 328.07,0.030
COL. 5,Ag 328.07,0.376
COL. 6,Ag 328.07,0.741
375-1,Ag 328.07,0.045
375-2,Ag 328.07,0.017
375-3,Ag 328.07,0.036
375-4,Ag 328.07,0.010
VM 1,Ag 328.07,0.017
VM 2,Ag 328.07,0.013
VM 3,Ag 328.07,0.006
VM 5,Ag 328.07,0.066
VM 6,Ag 328.07,0.014
VM 8,Ag 328.07,0.048
VM 9,Ag 328.07,0.148
