Sample ID,Analyte Name,Reported Conc (Samp)
Comp. Cabeza Columna,Cu 324.75,1.028
Cabeza puntual retorno,Cu 324.75,0.895
Celda #(F1+F2),Cu 324.75,0.956
Puntual Noroeste,Cu 324.75,1.023
Tubo 3,Cu 324.75,2.522
Comp. Cola Columna,Cu 324.75,1.070
Barren,Cu 324.75,1.008
Celda # 11-A,Cu 324.75,0.159
Celda # 11-B,Cu 324.75,0.028
Celda # 11-C,Cu 324.75,0.161
Celda #5-9,Cu 324.75,0.302
NE Tubo 1,Cu 324.75,0.042
NE Tubo 2,Cu 324.75,0.205
NE Tubo 4,Cu 324.75,0.685
NE Tubo 5,Cu 324.75,0.071
NE Tubo 6,Cu 324.75,0.085
NE Tubo 7,Cu 324.75,0.750
Barren Patios,Cu 324.75,0.608
Especial 1,Cu 324.75,0.050
Especial 2,Cu 324.75,0.045
Especial 3,Cu 324.75,1.320
Especial 4,Cu 324.75,1.822
Especial 5,Cu 324.75,0.117
Columna #1,Cu 324.75,0.854
Columna #2,Cu 324.75,0.851
Columna #3,Cu 324.75,0.864
Columna #4,Cu 324.75,0.898
Columna #5,Cu 324.75,0.897
